topic,term,beta
2,easi,6.280057153696086e-5
3,easi,3.347636005039006e-4
4,easi,2.2405662675289937e-4
5,easi,1.561750101767685e-4
6,easi,2.028848700796803e-4
7,easi,3.0660001789996395e-5
8,easi,3.896657760809567e-4
9,easi,7.591429905483769e-4
10,easi,1.328974091007352e-4
1,east,1.1566712414950974e-4
2,east,6.302858284951609e-4
3,east,2.0606231571548522e-4
4,east,5.76592248581114e-4
5,east,6.678278756439798e-4
6,east,5.731657878914669e-4
7,east,3.528815092035217e-8
8,east,8.046789385985228e-5
9,east,0.0010098807453346212
10,east,0.0012062036569487659
1,eastern,1.3223704866716237e-4
2,eastern,2.927925695885819e-4
3,eastern,8.954876177535873e-5
4,eastern,9.083081588895954e-5
5,eastern,3.1999755158659094e-4
6,eastern,1.2177220960267984e-4
7,eastern,7.206144191146392e-7
8,eastern,1.1598997139808236e-4
9,eastern,9.094019899912736e-5
10,eastern,2.0428954238549824e-4
1,economi,1.8356848294740353e-4
2,economi,0.001328701439634657
3,economi,3.8917254556232776e-4
4,economi,0.003423927303284781
5,economi,0.002216393427863872
6,economi,0.004201721563065424
7,economi,0.0027916778544590046
8,economi,5.446127463262099e-4
9,economi,0.001866631499606306
10,economi,0.0013991509814313807
1,ecuador,1.0206789465421734e-12
2,ecuador,2.2135443541107581e-4
3,ecuador,2.2509236861714254e-5
4,ecuador,1.9811079126215055e-303
5,ecuador,3.154138749350815e-300
6,ecuador,4.281702677096809e-16
7,ecuador,6.348302967816621e-94
8,ecuador,5.015821153601317e-79
9,ecuador,8.446415656637034e-269
10,ecuador,1.2208822335223134e-4
1,edict,7.871995959764538e-5
2,edict,5.589770269334965e-5
3,edict,3.247118049163561e-20
4,edict,7.5178304538778e-310
5,edict,1.2990379255604015e-305
6,edict,6.192505e-317
7,edict,2.2205925749415e-310
8,edict,2.2484260739830363e-26
9,edict,2.052209591959647e-309
10,edict,3.302712415177554e-302
1,educ,4.705100699149627e-4
2,educ,6.149183624480416e-4
3,educ,0.0015990628651138335
4,educ,0.0031471119507710324
5,educ,0.001603510848206004
6,educ,0.004712569014196562
7,educ,0.0018618120912991054
8,educ,2.6488278057445315e-5
9,educ,5.340885413589797e-4
10,educ,0.002290643051128066
1,effect,8.100650570940764e-4
2,effect,0.003213918322884844
3,effect,0.0035152159448275737
4,effect,3.2832679380225623e-4
5,effect,5.816170644449307e-4
6,effect,0.003098546218426329
7,effect,0.0027529725734515933
8,effect,0.002922752406420543
9,effect,0.0015923680517182426
10,effect,0.003579798356234851
1,effectu,2.0640839965951045e-4
2,effectu,1.1597428390204858e-5
3,effectu,4.334302126280903e-5
4,effectu,4.453624113563309e-269
5,effectu,4.2805363225726034e-241
6,effectu,4.5507173866379016e-253
7,effectu,4.7863484173156556e-5
8,effectu,1.5432355965155564e-4
9,effectu,2.6619914604025804e-264
10,effectu,1.421316315160231e-248
1,effici,0.002432048615327946
2,effici,0.0019068170480626083
3,effici,0.001879890837824654
4,effici,3.466103699205609e-4
5,effici,1.6950648396997237e-4
6,effici,0.001074371220267263
7,effici,7.681807847969115e-4
8,effici,8.254155221657925e-4
9,effici,8.553606503776351e-4
10,effici,0.0019466241255587085
1,effort,0.0029037595665521027
2,effort,8.852950534278471e-4
3,effort,0.0016793162972407272
4,effort,0.0017226620893032042
5,effort,0.0017588990099560052
6,effort,0.005414008248584119
7,effort,0.0014694563698008888
8,effort,0.0010458844883962795
9,effort,0.004865520910012409
10,effort,0.006067185399002783
1,eight,2.2323296375214243e-4
2,eight,4.0876263001549953e-4
3,eight,2.9353038760239096e-4
4,eight,1.0099502696603161e-4
5,eight,1.0165406322718438e-4
6,eight,2.723604485663894e-4
7,eight,5.2503715564316834e-5
8,eight,8.180085477738019e-4
9,eight,7.549668392302441e-4
10,eight,8.992865405025904e-6
1,either,4.2821897469442105e-4
2,either,6.183445602562281e-4
3,either,0.001087146073154379
4,either,1.6004365866929907e-4
5,either,2.7508591741109474e-4
6,either,1.290905756231843e-4
7,either,6.289381408760366e-4
8,either,8.073866079585789e-4
9,either,4.0142561478402025e-4
10,either,1.7737071978661688e-4
1,elect,4.204084264326732e-4
2,elect,9.239444595216104e-4
3,elect,5.105486051346325e-4
4,elect,3.9024735485671685e-4
5,elect,4.8508457796257894e-4
6,elect,8.278483559044997e-4
7,elect,2.710106924918772e-4
8,elect,5.5722617347421765e-6
9,elect,2.94053032717054e-4
10,elect,4.6651670142981694e-4
1,elector,8.387452630341738e-8
2,elector,2.2121217424506185e-5
3,elector,9.451245726203708e-5
4,elector,1.22349113443965e-21
5,elector,8.343131349221975e-5
6,elector,1.0032425946701878e-6
7,elector,1.1090684057507087e-16
8,elector,1.3673458547894788e-4
9,elector,4.379154321765545e-7
10,elector,4.8286246040164775e-5
1,electr,8.21026847313858e-13
2,electr,9.332395435614197e-5
3,electr,2.9290744602705914e-44
4,electr,3.6772404667562103e-7
5,electr,1.0764021945349874e-7
6,electr,5.4990708671542035e-9
7,electr,4.1055656938005603e-4
8,electr,3.9964010072363434e-5
9,electr,1.369353990513726e-4
10,electr,1.9533870359836697e-4
1,element,2.371182302736259e-4
2,element,4.344450639591726e-5
3,element,2.8509894817333066e-4
4,element,5.7585179548193796e-5
5,element,1.0667685734976274e-4
6,element,4.298143068379889e-4
7,element,3.831578427841292e-4
8,element,7.740507686159505e-4
9,element,1.3051319485745552e-4
10,element,4.1943114906923146e-4
1,elicit,3.9170143558556986e-19
2,elicit,4.427088722426856e-5
3,elicit,5.343301941773383e-289
4,elicit,1.0880587135303504e-148
5,elicit,2.799801919531873e-80
6,elicit,1.7022669571545433e-5
7,elicit,3.485887996787693e-26
8,elicit,4.717458482793453e-304
9,elicit,3.902130695953792e-292
10,elicit,5.295418313445047e-15
1,elsewher,2.333699438665455e-4
2,elsewher,1.5465129183078055e-4
3,elsewher,1.510366943095724e-4
4,elsewher,1.1756416093653537e-4
5,elsewher,1.2004110045706641e-4
6,elsewher,1.4618778615071935e-4
7,elsewher,4.010729981928713e-7
8,elsewher,2.604830338864159e-4
9,elsewher,1.7222796211174382e-4
10,elsewher,1.3872312690718896e-4
1,embarrass,1.2906749554392189e-4
2,embarrass,2.13544891545976e-4
3,embarrass,9.336845567814762e-5
4,embarrass,4.051501101357793e-222
5,embarrass,2.1020938433639808e-226
6,embarrass,6.79490591565329e-255
7,embarrass,3.5368931794099335e-5
8,embarrass,1.7961512334384633e-4
9,embarrass,1.5673238462115786e-265
10,embarrass,3.568866506008037e-250
1,embodi,3.438362055302665e-4
2,embodi,2.608817739753744e-4
3,embodi,1.42593441456726e-4
4,embodi,7.109704035256244e-28
5,embodi,3.619312352365205e-5
6,embodi,1.3465262373175635e-4
7,embodi,2.856687743022793e-5
8,embodi,3.604227935938917e-4
9,embodi,6.087806807011539e-7
10,embodi,9.06505337245054e-5
1,embrac,1.8815133071443003e-8
2,embrac,2.3272328859716594e-4
3,embrac,8.287683286239697e-5
4,embrac,2.8892510816568305e-4
5,embrac,3.835350917349776e-5
6,embrac,2.602822593242865e-19
7,embrac,2.1826782188508962e-4
8,embrac,2.7652190351409252e-5
9,embrac,7.465139686613231e-5
10,embrac,9.178077213822238e-34
1,emerg,1.8868848589560967e-4
2,emerg,4.485075347371518e-4
3,emerg,1.892733488391849e-4
4,emerg,3.713936712732605e-4
5,emerg,1.2863238812119252e-4
6,emerg,7.739920791848789e-4
7,emerg,0.0013880746009251302
8,emerg,8.252060715709472e-4
9,emerg,3.1566573183266117e-4
10,emerg,5.88931410163031e-4
1,emin,3.7100212288240927e-4
2,emin,1.2091903965781975e-4
3,emin,9.857098729793961e-5
4,emin,1.1240953779770868e-12
5,emin,5.139780977184465e-192
6,emin,2.5793652138000225e-13
7,emin,1.560620096795013e-6
8,emin,2.4213144419023405e-5
9,emin,8.682145091040957e-5
10,emin,2.7499496236803313e-275
1,emissari,3.0947774195015616e-15
2,emissari,2.2400954342517005e-5
3,emissari,4.683409487178735e-276
4,emissari,2.864960457167832e-148
5,emissari,2.8281722234710722e-56
6,emissari,2.06975443302101e-6
7,emissari,2.138772999639087e-293
8,emissari,1.2694785111854424e-219
9,emissari,2.6776325385749505e-5
10,emissari,3.3647201896882256e-237
1,emperor,3.2556810247338954e-5
2,emperor,2.1716153401573458e-4
3,emperor,7.092798685913133e-5
4,emperor,3.666232029801385e-173
5,emperor,1.4277725292725796e-99
6,emperor,3.825291661308703e-303
7,emperor,3.812672252763701e-61
8,emperor,3.989819432152958e-5
9,emperor,1.3263327421518877e-282
10,emperor,1.2991628318986273e-269
1,emphas,5.11986252377519e-5
2,emphas,2.1264875650961172e-4
3,emphas,3.2249163314263126e-4
4,emphas,4.856559095431195e-10
5,emphas,6.251587210351491e-5
6,emphas,4.3137898916806674e-4
7,emphas,2.174566572015695e-4
8,emphas,1.1643924508122258e-4
9,emphas,1.547009520554705e-4
10,emphas,5.308679484371418e-4
1,emphat,6.813979291305812e-5
2,emphat,3.9018381807049686e-5
3,emphat,2.492408730305873e-4
4,emphat,1.2723376530154532e-222
5,emphat,4.062342053901468e-292
6,emphat,4.0804063961680567e-22
7,emphat,6.115969514275153e-26
8,emphat,7.673320081238245e-5
9,emphat,2.1795976673710186e-6
10,emphat,1.0582399977600222e-44
1,empir,2.4878618198964907e-4
2,empir,5.222923465496674e-4
3,empir,1.3114241524277959e-4
4,empir,2.0443277985094638e-25
5,empir,8.613029649113467e-5
6,empir,8.572211065445016e-9
7,empir,1.1442894399231875e-19
8,empir,7.659109052999023e-4
9,empir,1.833013142988444e-4
10,empir,4.8830099594486085e-5
1,employ,1.3352218255742537e-5
2,employ,8.952635208879438e-4
3,employ,0.0024791872595156974
4,employ,7.23121659179619e-4
5,employ,3.974409848917096e-4
6,employ,0.0024111049249061142
7,employ,0.0032321340192387974
8,employ,0.0018595421637402207
9,employ,8.641865367071966e-4
10,employ,0.0021304772009803534
1,employe,3.279168674283744e-6
2,employe,9.061715151157245e-4
3,employe,0.0013375654997913444
4,employe,2.3164447770072116e-4
5,employe,1.681454841537291e-5
6,employe,6.68226829174355e-4
7,employe,9.803770228930015e-4
8,employe,1.5713736285152253e-5
9,employe,1.0904537583077912e-4
10,employe,6.057333985532898e-4
1,empow,2.9960445613008225e-4
2,empow,1.1033352056474722e-4
3,empow,2.248462080397494e-9
4,empow,4.973898281687503e-4
5,empow,4.219649408281005e-5
6,empow,6.857123824450378e-23
7,empow,4.913840046250344e-5
8,empow,6.508583813473569e-5
9,empow,2.191406584137292e-18
10,empow,4.8331935850906344e-222
1,empress,3.725561332710509e-5
2,empress,6.261639982687408e-5
3,empress,5.644857304161916e-20
4,empress,4.00062377244865e-310
5,empress,6.745022306718905e-307
6,empress,1.9888257e-317
7,empress,3.8695093207834776e-189
8,empress,1.3710536834932158e-26
9,empress,1.2428333966253e-310
10,empress,6.452490802372785e-302
1,emul,3.877869927867486e-16
2,emul,4.427088722399906e-5
3,emul,3.193887114803841e-283
4,emul,5.029236139093046e-206
5,emul,3.674341838008e-5
6,emul,2.1781596605045227e-9
7,emul,3.722960883634274e-97
8,emul,1.8944173149047677e-95
9,emul,1.0646657521705103e-262
10,emul,4.883332319752264e-5
1,enabl,6.996136596391129e-4
2,enabl,0.0010924684777757169
3,enabl,6.699860142857225e-4
4,enabl,4.6878285296398986e-4
5,enabl,2.304093349114044e-4
6,enabl,3.527567714856586e-4
7,enabl,7.082473499235241e-4
8,enabl,3.91994333937703e-5
9,enabl,3.4197750057212366e-4
10,enabl,0.0010354177754836648
1,enact,8.753662620171551e-4
2,enact,0.001002460532872859
3,enact,0.0013296760457685874
4,enact,3.307563665121105e-4
5,enact,8.547561768637655e-4
6,enact,0.0014798206758225407
7,enact,0.001402855511442914
8,enact,5.963913220292773e-4
9,enact,5.287000906777543e-4
10,enact,0.0027590880730688503
1,encomium,5.3608508353356066e-17
2,encomium,2.2135443612097123e-5
3,encomium,6.135679840177763e-296
4,encomium,2.37392013e-315
5,encomium,3.202535463355e-311
6,encomium,1.1e-322
7,encomium,1.6101757e-317
8,encomium,2.2335994494305e-311
9,encomium,4.2810496605e-314
10,encomium,4.567717538402283e-306
1,encount,1.7408172839396765e-4
2,encount,6.238643430810154e-5
3,encount,1.3250624466192206e-5
4,encount,3.661268864249122e-5
5,encount,3.860336943104413e-79
6,encount,7.299454248595367e-5
7,encount,1.3825770625905383e-5
8,encount,2.858502953348771e-10
9,encount,1.6501074937343555e-15
10,encount,5.226989084354286e-6
1,encourag,0.0011332523891722597
2,encourag,4.022822837018597e-4
3,encourag,7.791195564518225e-4
4,encourag,5.470599194145957e-4
5,encourag,7.704616497710849e-4
6,encourag,0.0018602062234345312
7,encourag,0.0016026954130458626
8,encourag,0.0010737256135947518
9,encourag,7.684930667762409e-4
10,encourag,0.001286219075052128
1,end,0.0015385027482830702
2,end,0.0011528622099492311
3,end,0.0015936854015627254
4,end,0.0016318235337271648
5,end,0.0017156121549494446
6,end,0.001847187055839219
7,end,0.001250948415872298
8,end,0.0017624384907308367
9,end,0.0026091463279925902
10,end,7.042970400628097e-4
1,endur,2.906251889184928e-4
2,endur,4.455913572878993e-5
3,endur,5.6798473968728835e-5
4,endur,4.1095336888301705e-4
5,endur,0.00036874003758191907
6,endur,7.328027627967355e-5
7,endur,1.9173824662766593e-5
8,endur,1.6539848495892028e-4
9,endur,8.504464596845167e-4
10,endur,2.483187897253436e-4
1,enemi,5.840109351497431e-5
2,enemi,1.1623891065229051e-4
3,enemi,4.8369982654442896e-4
4,enemi,3.3085280338827227e-4
5,enemi,1.6473093030278593e-4
6,enemi,1.550432377134551e-4
7,enemi,2.4295291053190573e-4
8,enemi,7.015143308313146e-4
9,enemi,0.0022276141769171955
10,enemi,4.70860251345801e-7
1,energi,5.689461291444552e-4
2,energi,4.76895992680853e-5
3,energi,1.7616394439211327e-4
4,energi,6.140263998881693e-4
5,energi,3.9012701427535936e-4
6,energi,0.004723777537435472
7,energi,3.4188265579243424e-5
8,energi,7.432867117625573e-4
9,energi,8.633911493935736e-5
10,energi,0.006812571922053234
1,enforc,4.48570732021807e-4
2,enforc,9.950847440921623e-4
3,enforc,0.001191169139196549
4,enforc,8.539204882697759e-4
5,enforc,0.0011168197173993004
6,enforc,0.0010998964944502736
7,enforc,0.001152730391508407
8,enforc,3.382246033658763e-6
9,enforc,1.25491746385599e-4
10,enforc,0.001173899005788539
1,engag,3.880615307366547e-4
2,engag,8.2797897158595e-4
3,engag,0.0012654231106599297
4,engag,2.913336594177198e-4
5,engag,1.464511362493047e-4
6,engag,6.585891930469543e-5
7,engag,5.79173115790013e-4
8,engag,7.527342626297539e-4
9,engag,7.233766290155255e-4
10,engag,3.163290817000362e-4
1,engin,0.0011985557317824476
2,engin,6.175923896161446e-4
3,engin,4.177701724941521e-4
4,engin,1.5419793730250548e-4
5,engin,4.3868741437875917e-4
6,engin,1.3556995761587203e-4
7,engin,1.7331812836766404e-4
8,engin,2.7003887594579133e-8
9,engin,2.7126463122960825e-4
10,engin,1.520695041113381e-4
1,england,1.8414862476100102e-4
2,england,1.0959794711463065e-4
3,england,9.58625194110231e-5
4,england,2.0274618469105844e-201
5,england,4.517627334042892e-292
6,england,3.98805056148325e-31
7,england,1.9067219122744588e-8
8,england,1.5026189283343173e-23
9,england,1.5452222173864747e-4
10,england,1.7676718576825694e-278
1,english,5.917611312417028e-7
2,english,2.018181666789019e-4
3,english,6.486694795611137e-5
4,english,7.614608533827246e-5
5,english,7.061634801678468e-5
6,english,8.220224731172098e-11
7,english,2.3336909460057487e-29
8,english,7.792743333060193e-5
9,english,4.1332051312561213e-249
10,english,1.2199569484268378e-4
1,enhanc,9.269469101797364e-5
2,enhanc,1.6424442754422346e-4
3,enhanc,2.6091323731373217e-14
4,enhanc,2.654739973870818e-4
5,enhanc,2.2150727592851164e-4
6,enhanc,3.6863553947387055e-4
7,enhanc,5.908014202492615e-5
8,enhanc,9.95076387792818e-5
9,enhanc,2.1921302569647896e-11
10,enhanc,0.0016739682239937366
1,enjoin,5.227602189527021e-10
2,enjoin,2.8776040318023065e-4
3,enjoin,2.2509236861714254e-5
4,enjoin,5.350947258978304e-302
5,enjoin,2.2284381403571598e-290
6,enjoin,1.1532201678553067e-13
7,enjoin,8.764847005789057e-304
8,enjoin,2.0594458312855048e-234
9,enjoin,2.6331739417034787e-274
10,enjoin,2.441764450514899e-5
1,enjoy,7.884970411802336e-4
2,enjoy,1.018439804056476e-4
3,enjoy,1.1089110551026481e-4
4,enjoy,1.7291293719071048e-4
5,enjoy,5.712576342894118e-4
6,enjoy,1.6274563591812274e-4
7,enjoy,2.3567603043704412e-4
8,enjoy,2.6588431416083746e-4
9,enjoy,4.277073878754503e-4
10,enjoy,4.220738772360558e-5
1,enlarg,3.843334044845365e-4
2,enlarg,5.605776136530861e-4
3,enlarg,1.0415023220311384e-4
4,enlarg,8.767778962581706e-18
5,enlarg,1.9425383240439392e-4
6,enlarg,1.4982645158995027e-7
7,enlarg,8.071378929081026e-4
8,enlarg,3.313854635794916e-4
9,enlarg,1.3042538180144437e-4
10,enlarg,4.878699117430687e-5
1,enlighten,3.029343691665097e-4
2,enlighten,1.0431036751149222e-4
3,enlighten,7.014476259468189e-5
4,enlighten,2.2442829082115363e-221
5,enlighten,1.7791991521543745e-261
6,enlighten,3.4310682479067725e-19
7,enlighten,8.100212645842752e-5
8,enlighten,3.157898401742831e-4
9,enlighten,7.912380072408033e-9
10,enlighten,1.7663136154763232e-40
1,enlist,7.165068232697539e-4
2,enlist,3.525454795640114e-4
3,enlist,3.8960486909706205e-4
4,enlist,7.314711663338029e-5
5,enlist,5.868119436012873e-5
6,enlist,9.475576506263974e-5
7,enlist,1.3822043063992686e-4
8,enlist,8.901215706718934e-5
9,enlist,3.2702761407171513e-9
10,enlist,4.011956654720526e-5
1,enorm,2.775463886221015e-4
2,enorm,2.230561567070938e-4
3,enorm,2.077500788824313e-4
4,enorm,1.5617816096493372e-4
5,enorm,1.2834533242890307e-4
6,enorm,3.333714018512632e-4
7,enorm,4.0842530336012426e-4
8,enorm,6.69738116827055e-5
9,enorm,3.2751798668026135e-4
10,enorm,2.219991520996953e-4
1,enough,9.330357017022069e-4
2,enough,2.0015429748399075e-4
3,enough,5.744940340139794e-4
4,enough,6.246292059849833e-4
5,enough,7.95377571703755e-4
6,enough,7.244158332572875e-4
7,enough,1.5658886127162155e-4
8,enough,7.198474666377741e-4
9,enough,5.827584473849098e-4
10,enough,6.512418018762012e-5
1,ensu,3.5836639767685205e-13
2,ensu,2.0576623859012102e-4
3,ensu,5.400943517131632e-117
4,ensu,9.283372136002363e-151
5,ensu,3.6745161386093266e-5
6,ensu,5.410859869260162e-13
7,ensu,2.6801731827703587e-5
8,ensu,1.9973289412945107e-5
9,ensu,1.5761960642914117e-20
10,ensu,4.8835288770492974e-5
1,enter,9.036758945909999e-4
2,enter,8.059328665718994e-4
3,enter,2.6675395398660504e-4
4,enter,2.502874187579951e-4
5,enter,4.7281955469749516e-4
6,enter,6.442653739019452e-4
7,enter,2.2584205701538343e-4
8,enter,5.547735947265132e-4
9,enter,2.500077423080924e-6
10,enter,6.106210731794782e-5
1,enterpris,9.180328076936825e-4
2,enterpris,5.576749223847883e-4
3,enterpris,6.425585176065822e-5
4,enterpris,2.2157942107727896e-4
5,enterpris,6.74207216840365e-4
6,enterpris,2.943649368734943e-4
7,enterpris,0.001338187264129974
8,enterpris,6.123604850454104e-4
9,enterpris,0.0010537013334301658
10,enterpris,1.46425180587986e-4
1,entertain,1.5430205847585655e-4
2,entertain,8.984393946640396e-5
3,entertain,3.8382186678041006e-5
4,entertain,1.8200266341943273e-4
5,entertain,5.686270306656511e-19
6,entertain,1.5281255162540643e-17
7,entertain,5.397085071987131e-5
8,entertain,3.931394789948967e-5
9,entertain,2.203287015442835e-9
10,entertain,3.415242056819719e-182
1,entir,0.0014471630766844138
2,entir,6.564269738270352e-4
3,entir,0.0012043304130795376
4,entir,5.42110363188708e-4
5,entir,6.861008596888543e-4
6,entir,6.861718784486676e-4
7,entir,4.3066807461729123e-4
8,entir,1.8271339224349548e-4
9,entir,4.38108529798176e-4
10,entir,1.8308470060272628e-4
1,entiti,9.191494591267774e-16
2,entiti,4.4950048888648116e-5
3,entiti,2.2509236861714254e-5
4,entiti,8.266654600550236e-273
5,entiti,1.4362669344290501e-285
6,entiti,6.28595405468337e-15
7,entiti,4.07643471769256e-12
8,entiti,6.679444883386e-5
9,entiti,7.016335947647917e-5
10,entiti,9.188759381086436e-30
1,entitl,7.482905490156286e-4
2,entitl,1.5957708621617035e-4
